LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,LE_peak_1_summit,LE_peak_2_summit,L1_peak_1_summit,L1_peak_2_summit,L3_peak_1_summit,L3_peak_2_summit,summit_agreement,k4cluster,k6cluster,k4weights,k6weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,intestine_dev_cluster,class
2.024662,2.198145,1.97728,2.36257,3.413851,4.267772,1,1,1,10900996,10900695,10900515,10900520,10900516,10900595,137.33333333333334,3,4,0.792,1.000,2.111,2.170,3.841,-0.607,-0.547,1.154,ELT2peak10179,L3_High,0.9643564153847501,ELT2peak10179,WBGene00009812,10897675,10903039,-,inside,-540,1510,Overlapping,NA,NA
2.628031,2.4634,3.21818,3.373975,5.044394,5.41385,0,1,1,NA,NA,10901961,10901975,10901966,10901981,7.25,4,6,0.967,1.000,2.546,3.296,5.229,-0.827,-0.285,1.111,ELT2peak10180,Increasing,1.9167291023777504,ELT2peak10180,WBGene00009812,10897675,10903039,-,inside,-1613,892,Overlapping,NA,NA
1.440573,0.9386,1.203872,1.652077,4.676885,4.594423,0,0,1,NA,NA,NA,NA,10903799,10903716,41.5,3,4,0.676,1.000,1.190,1.428,4.636,-0.638,-0.514,1.152,ELT2peak10181,L3_High,3.7035696379700846,ELT2peak10181,WBGene00009818,10903276,10905107,+,inside,-337,194,Overlapping,Embryonic,NA
0.415038,0.13993,1.429684,1.908852,3.169925,2.921998,0,1,0,NA,NA,10912831,10912833,NA,NA,1,4,5,0.677,1.000,0.277,1.669,3.046,-1.002,0.004,0.998,ELT2peak10182,Increasing,1.916135893934083,ELT2peak10182,WBGene00009820,10912118,10914088,-,inside,68,463,Overlapping,NA,NA
0.932886,1.463401,2.181998,2.440573,3.364941,3.169925,0,1,1,NA,NA,10916380,10916384,10916401,10916363,10.5,4,5,0.545,1.000,1.198,2.311,3.267,-1.024,0.051,0.974,ELT2peak10184,Increasing,1.07254369812175,ELT2peak10184,WBGene00011882,10916765,10919713,-,overlapEnd,1755,86,Overlapping,NA,NA
0.952694,0.300395,1.550197,1.607682,1.921998,2.291231,0,0,1,NA,NA,NA,NA,10954649,10954650,0.5,2,5,0.781,1.000,0.627,1.579,2.107,-1.081,0.189,0.892,ELT2peak10188,Larval,0.5626840577583333,ELT2peak10188,WBGene00003943,10954132,10958390,+,inside,-1509,272,Overlapping,NA,Target Gene Class B
2.023847,2.006664,2.764668,2.908852,4.207399,4.876194,1,1,1,10957527,10957515,10957466,10957067,10957474,10957462,117.16666666666667,4,6,0.999,1.000,2.015,2.837,4.542,-0.866,-0.229,1.094,ELT2peak10189,Increasing,1.6609047557555838,ELT2peak10189,WBGene00003943,10954132,10958390,+,inside,1175,334,Overlapping,NA,Target Gene Class B
0.857981,1.015942,2.71172,2.483322,3.698102,3.966392,0,0,1,NA,NA,NA,NA,11007571,11007548,11.5,2,5,0.519,1.000,0.937,2.598,3.832,-1.045,0.098,0.948,ELT2peak10193,Larval,2.11078071243775,ELT2peak10193,WBGene00010334,11004984,11008181,-,inside,-1036,411,Overlapping,NA,Target Gene Class A2
1.684498,1.370491,3.575564,3.192645,4.804641,4.910682,0,1,1,NA,NA,11008264,11008239,11008225,11008262,15.5,4,5,0.468,1.000,1.527,3.384,4.858,-1.036,0.077,0.960,ELT2peak10194,Increasing,2.7847305287063344,ELT2peak10194,WBGene00010334,11004984,11008181,-,overlapStart,-1646,163,Overlapping,NA,Target Gene Class A2
2,1.905919,1.852896,1.85561,3.921998,4.435067,1,1,1,11031237,11031433,11031496,11031495,11031461,11031525,70.77777777798474,3,4,0.949,1.000,1.953,1.854,4.179,-0.539,-0.614,1.154,ELT2peak10195,L3_High,1.7275322242652504,ELT2peak10195,WBGene00002261,11028917,11040613,+,inside,-3333,1997,Overlapping,NA,NA
1.289507,2.281286,1.881944,1.695145,3.291231,4.00946,0,1,1,NA,NA,11034865,11034838,11034862,11034907,19.5,3,4,0.873,1.000,1.785,1.789,3.650,-0.579,-0.576,1.155,ELT2peak10196,L3_High,1.1573912743509998,ELT2peak10196,WBGene00002261,11028917,11040613,+,inside,425,4820,Overlapping,NA,NA
2.253757,2.239466,2.8594020000000002,2.832649,3.864512,4.101907,1,1,1,11036888,11036876,11036910,11036851,11036898,11036894,15.111111111318072,4,6,0.997,1.000,2.247,2.846,3.983,-0.883,-0.203,1.086,ELT2peak10197,Increasing,0.7780428678093332,ELT2peak10197,WBGene00002261,11028917,11040613,+,inside,2112,3409,Overlapping,NA,NA
0.815575,0.467505,2.652077,2.695145,3.676885,2.50696,0,0,1,NA,NA,NA,NA,11037927,11037929,1,2,3,0.989,1.000,0.642,2.674,3.092,-1.140,0.410,0.730,ELT2peak10198,Larval,1.7181119093965833,ELT2peak10198,WBGene00002261,11028917,11040613,+,inside,3473,1819,Overlapping,NA,NA
2.402098,2.171766,3.518175,3.643306,5.608498,5.798514,1,1,1,11047483,11047423,11047374,11047401,11047487,11047493,44.166666666666664,4,6,0.974,1.000,2.287,3.581,5.704,-0.910,-0.160,1.070,ELT2peak10199,Increasing,2.9755086166897495,ELT2peak10199,WBGene00000522,11047446,11049275,+,overlapStart,-710,399,Overlapping,Post-embryonic,Target Gene Class C
0.643856,1.075551,1.670692,1.844722,3.729352,4.00946,0,0,1,NA,NA,NA,NA,11073377,11073182,97.5,4,6,0.986,1.000,0.860,1.758,3.869,-0.843,-0.262,1.105,ELT2peak10200,Increasing,2.387332015186583,ELT2peak10200,WBGene00012258,11073656,11076110,+,overlapStart,-1503,169,Overlapping,L1,NA
1.383329,1.04182,2.652077,2.622633,3.876194,4.348262,0,1,1,NA,NA,11080362,11080366,11080403,11080488,41.625,4,5,0.716,1.000,1.213,2.637,4.112,-0.994,-0.012,1.006,ELT2peak10201,Increasing,2.10220670989525,ELT2peak10201,WBGene00012259,11080678,11087474,+,overlapStart,-3596,171,Overlapping,NA,NA
0.469485,0.652077,1.527629,1.308122,3.828888,4.50696,0,0,1,NA,NA,NA,NA,11089193,11089131,31,4,6,0.889,1.000,0.561,1.418,4.168,-0.790,-0.335,1.124,ELT2peak10202,Increasing,3.5514763927885835,ELT2peak10202,WBGene00044153,11089195,11090869,+,overlapStart,-768,310,Overlapping,NA,NA
2.613817,2.53555,2.13516,2.251539,2.676885,2.906891,1,0,1,11095770,11095787,NA,NA,11095711,11095648,49.5,0,0,0.000,0.000,2.575,2.193,2.792,0.181,-1.078,0.897,ELT2peak10204,Not_Changing,0.09180695839308335,ELT2peak10204,WBGene00195208,11095991,11098186,-,overlapEnd,1272,238,Overlapping,NA,NA
0.63743,1.106915,1,0.719892,2.7633,2.980891,0,0,1,NA,NA,NA,NA,11105385,11105406,10.5,3,4,0.889,1.000,0.872,0.860,2.872,-0.572,-0.583,1.155,ELT2peak10205,L3_High,1.3414311839302504,ELT2peak10205,WBGene00012217,11102587,11105460,-,overlapStart,-1476,315,Overlapping,NA,NA
1.947533,1.463401,1.057715,1.146841,2.729352,3.314315,0,0,1,NA,NA,NA,NA,11163259,11163260,0.5,3,4,0.858,1.000,1.705,1.102,3.022,-0.242,-0.857,1.099,ELT2peak10208,L3_High,0.9635585082705833,ELT2peak10208,WBGene00007325,11160981,11164006,+,inside,866,301,Overlapping,NA,NA
0.800691,0.791758,2.099536,2.736966,3.169925,4.059501,0,0,1,NA,NA,NA,NA,11203960,11204012,26,2,5,0.527,1.000,0.796,2.418,3.615,-1.046,0.100,0.946,ELT2peak10209,Larval,2.0010614514630833,ELT2peak10209,WBGene00007945,11202469,11203990,-,overlapStart,-835,270,Overlapping,NA,NA
2.31259,2.600904,2.296336,2.2370390000000002,3.84483,4.293556,1,1,1,11207178,11207180,11207270,11207171,11207170,11207190,25.61111111069719,3,4,0.995,1.000,2.457,2.267,4.069,-0.479,-0.671,1.149,ELT2peak10210,L3_High,0.9808551323310836,ELT2peak10210,WBGene00002029,11204105,11207155,-,overlapStart,-1650,301,Overlapping,NA,NA
2.099536,2.222392,1.519075,1.321928,3.50696,4.00946,1,0,1,11215814,11215833,NA,NA,11215852,11215822,12.25,3,4,0.856,1.000,2.161,1.421,3.758,-0.239,-0.859,1.098,ELT2peak10211,L3_High,1.4273934215657502,ELT2peak10211,WBGene00007942,11215696,11218305,+,overlapStart,-1080,205,Overlapping,Post-embryonic,NA
1.245112,1.171766,1.915111,2.409876,3.14439,3.84483,0,0,1,NA,NA,NA,NA,11262837,11262827,5,4,6,0.916,1.000,1.208,2.162,3.495,-0.941,-0.110,1.050,ELT2peak10215,Increasing,1.318555366630583,ELT2peak10215,WBGene00007267,11262841,11266393,+,overlapStart,-1689,260,Overlapping,NA,NA
1.74366,1.762961,2.684498,2.819918,4.302819,4.798514,1,1,1,11264855,11264940,11264951,11264983,11264914,11264946,31.333333333333332,4,6,0.992,1.000,1.753,2.752,4.551,-0.893,-0.188,1.081,ELT2peak10216,Increasing,2.0095749637440834,ELT2peak10216,WBGene00007267,11262841,11266393,+,inside,351,988,Overlapping,NA,NA
2.021695,2.093109,1.822002,1.703607,4.44556,4.90689,1,1,1,11299840,11299917,11299797,11299859,11299870,11299924,35.833333333333336,3,4,0.994,1.000,2.057,1.763,4.676,-0.483,-0.667,1.150,ELT2peak10219,L3_High,2.5721734336925843,ELT2peak10219,WBGene00008587,11300257,11302111,+,overlapStart,-1195,204,Overlapping,NA,NA
1.968291,1.222392,1.970253,1.707218,3.169925,3.921998,0,0,1,NA,NA,NA,NA,11306172,11306024,74,4,6,0.490,1.000,1.595,1.839,3.546,-0.688,-0.459,1.147,ELT2peak10220,Increasing,1.1297966064519998,ELT2peak10220,WBGene00008585,11302015,11305873,-,overlapStart,-2190,95,Overlapping,NA,NA
1.584962,2.33787,2.292181,2.263034,5.413851,5.988087,0,1,1,NA,NA,11318071,11318088,11318190,11318181,53,3,4,0.618,1.000,1.961,2.278,5.701,-0.652,-0.499,1.151,ELT2peak10222,L3_High,4.300606277360584,ELT2peak10222,WBGene00013976,11318272,11321087,+,overlapStart,-1485,297,Overlapping,NA,Target Gene Class A1
0.263034,0.222392,3.2370390000000002,3.496426,4.876194,5.636243,0,0,1,NA,NA,NA,NA,11323410,11323446,18,2,5,0.713,1.000,0.243,3.367,5.256,-1.071,0.163,0.909,ELT2peak10223,Larval,6.410815429851084,ELT2peak10223,WBGene00000212,11321077,11324262,-,inside,-777,692,Overlapping,NA,Target Gene Class A2
1.447459,1.521953,3.108524,3.123383,5.081869,5.84681,0,1,1,NA,NA,11324397,11324407,11324442,11324462,25,4,6,0.929,1.000,1.485,3.116,5.464,-0.935,-0.119,1.054,ELT2peak10224,Increasing,4.002228000929082,ELT2peak10224,WBGene00000212,11321077,11324262,-,overlapStart,-1852,115,Overlapping,NA,Target Gene Class A2
2.215729,2.355659,2.462106,2.642678,5.169925,5.601478,1,1,1,11339465,11339494,11339535,11339505,11339609,11339697,68.11111111131807,3,4,0.612,1.000,2.286,2.552,5.386,-0.653,-0.498,1.151,ELT2peak10225,L3_High,2.9514695076750823,ELT2peak10225,WBGene00000040,11339872,11343327,+,overlapStart,-2015,156,Overlapping,NA,NA
0.106915,0.63743,2.500074,2.584962,4.219678,4.41385,0,1,1,NA,NA,11340679,11340648,11340708,11340652,21.75,4,5,0.497,1.000,0.372,2.543,4.317,-1.032,0.067,0.965,ELT2peak10226,Increasing,3.9030250932930834,ELT2peak10226,WBGene00000040,11339872,11343327,+,inside,-848,526,Overlapping,NA,NA
0.311944,0.451874,2.280108,2.633218,4.131451,4.536707,0,1,1,NA,NA,11343520,11343581,11343419,11343457,56.25,4,5,0.595,1.000,0.382,2.457,4.334,-1.016,0.033,0.983,ELT2peak10227,Increasing,3.908157117745333,ELT2peak10227,WBGene00000040,11339872,11343327,+,overlapEnd,2043,148,Overlapping,NA,NA
0.621488,0.76988,1.777608,1.440573,2.921998,3.169925,0,0,1,NA,NA,NA,NA,11348919,11349170,125.5,4,6,0.962,1.000,0.696,1.609,3.046,-0.918,-0.147,1.065,ELT2peak10229,Increasing,1.403785671981583,ELT2peak10229,WBGene00003843,11346449,11350247,+,inside,909,412,Overlapping,NA,NA
0.893085,0.54432,1.881944,2.296982,1.037475,1.729352,0,1,1,NA,NA,11364093,11364094,11363898,11364067,70,2,3,0.573,1.000,0.719,2.089,1.383,-0.990,1.010,-0.020,ELT2peak10231,Larval,0.4698884930552499,ELT2peak10231,WBGene00003998,11358395,11364050,+,overlapEnd,2884,392,Overlapping,NA,Target Gene Class C
2.070389,2.148392,2.342392,2.294183,5.461156,5.649918,1,1,1,11392860,11393131,11393014,11393090,11393130,11393099,78,3,4,0.706,1.000,2.109,2.318,5.556,-0.631,-0.522,1.153,ELT2peak10234,L3_High,3.733224663553584,ELT2peak10234,WBGene00004197,11393293,11394620,+,overlapStart,-958,166,Overlapping,NA,Target Gene Class A1
0.758992,0.76988,1.665133,1.571157,2.381429,2.622437,0,0,1,NA,NA,NA,NA,11393938,11394076,69,4,5,0.717,1.000,0.764,1.618,2.502,-0.994,-0.012,1.006,ELT2peak10235,Increasing,0.7547993517723335,ELT2peak10235,WBGene00004197,11393293,11394620,+,overlapEnd,570,405,Overlapping,NA,Target Gene Class A1
1.058894,1.559427,2.947533,3.222393,3.50696,3.44556,0,1,1,NA,NA,11400705,11400707,11400599,11400666,36.75,2,3,0.991,1.000,1.309,3.085,3.476,-1.138,0.400,0.738,ELT2peak10236,Larval,1.3338180173525833,ELT2peak10236,WBGene00004831,11394605,11405931,-,inside,-434,4887,Overlapping,NA,NA
1.710493,1.600904,1.747234,2.192645,4.565854,4.649918,0,0,1,NA,NA,NA,NA,11406830,11406951,60.5,3,4,0.530,1.000,1.656,1.970,4.608,-0.672,-0.478,1.149,ELT2peak10237,L3_High,2.6288200296832507,ELT2peak10237,WBGene00008572,11407054,11407732,-,overlapEnd,399,334,Overlapping,NA,Target Gene Class C
1.082462,0.786293,2.021533,2.257601,5.169925,5.663465,0,1,1,NA,NA,11409661,11409657,11409724,11409735,35.25,4,6,0.951,1.000,0.934,2.140,5.417,-0.817,-0.298,1.115,ELT2peak10239,Increasing,5.380536638350085,ELT2peak10239,WBGene00003970,11410181,11414887,-,overlapEnd,2671,138,Overlapping,NA,NA
0.358454,0.54432,2.338323,1.777608,3.00946,3.44556,0,0,1,NA,NA,NA,NA,11412628,11412505,61.5,2,5,0.540,1.000,0.451,2.058,3.228,-1.048,0.105,0.944,ELT2peak10240,Larval,1.9426312875452496,ELT2peak10240,WBGene00003970,11410181,11414887,-,inside,-486,1105,Overlapping,NA,NA
1.736966,1.905919,2.174498,2.373217,4.267772,4.57544,1,1,1,11415341,11415270,11415202,11415297,11415321,11415029,85.22222222201526,4,6,0.687,1.000,1.821,2.274,4.422,-0.732,-0.407,1.139,ELT2peak10241,Increasing,1.9297255297015843,ELT2peak10241,WBGene00003970,11410181,11414887,-,overlapStart,-2836,11,Overlapping,NA,NA
1.120294,0.736966,2.1836,2.263034,3.00946,3.565854,0,1,1,NA,NA,11418550,11418550,11418396,11418324,95,4,5,0.502,1.000,0.929,2.223,3.288,-1.031,0.065,0.966,ELT2peak10242,Increasing,1.3956737417163332,ELT2peak10242,WBGene00009777,11416653,11418768,-,overlapStart,-1218,640,Overlapping,NA,Target Gene Class A2
1.285402,1.13493,4.253341,4.505528,5.50696,6.091923,0,1,1,NA,NA,11426693,11426733,11426626,11426684,29,2,5,0.901,1.000,1.210,4.379,5.799,-1.101,0.248,0.853,ELT2peak10243,Larval,5.520355386673584,ELT2peak10243,WBGene00002037,11420465,11433585,-,inside,281,5995,Overlapping,NA,NA
0.785875,0.789433,3.070389,2.296982,4.27955,4.804641,0,0,1,NA,NA,NA,NA,11447058,11447042,8,4,5,0.669,1.000,0.788,2.684,4.542,-1.003,0.007,0.997,ELT2peak10245,Increasing,3.5240756923357504,ELT2peak10245,WBGene00009842,11444354,11450919,-,inside,588,2442,Overlapping,NA,NA
1.36257,1.137504,3.915111,3.824914,4.864512,5.397731,1,1,1,11447796,11447635,11447844,11447835,11447895,11447985,77.44444444465141,2,5,0.868,1.000,1.250,3.870,5.131,-1.095,0.229,0.866,ELT2peak10246,Larval,3.9195807377702514,ELT2peak10246,WBGene00009842,11444354,11450919,-,inside,-181,2594,Overlapping,NA,NA
1.115477,1.495411,1.532495,1.514573,5.169925,5.622437,0,0,1,NA,NA,NA,NA,11465320,11465415,47.5,3,4,0.731,1.000,1.305,1.524,5.396,-0.624,-0.529,1.153,ELT2peak10250,L3_High,5.296514539646334,ELT2peak10250,WBGene00003003,11465557,11485871,+,overlapStart,-10277,237,Overlapping,NA,NA
0.903785,0.612339,2.421464,2.36257,4.091923,4.754888,0,1,1,NA,NA,11467378,11467338,11467165,11467418,79.875,4,5,0.852,1.000,0.758,2.392,4.423,-0.962,-0.072,1.034,ELT2peak10251,Increasing,3.371848525491584,ELT2peak10251,WBGene00003003,11465557,11485871,+,inside,-8364,1368,Overlapping,NA,NA
1.95109,1.222392,2.807355,2.673772,4.914464,5.561037,0,1,1,NA,NA,11469804,11469806,11469797,11469894,34.375,4,6,0.996,1.000,1.587,2.741,5.238,-0.858,-0.240,1.098,ELT2peak10252,Increasing,3.482853273927583,ELT2peak10252,WBGene00003003,11465557,11485871,+,inside,-5840,3997,Overlapping,NA,NA
0.93587,1.342687,1.153474,0.777608,3.676885,3.899278,0,0,1,NA,NA,NA,NA,11472153,11472151,1,3,4,0.971,1.000,1.139,0.966,3.788,-0.522,-0.631,1.153,ELT2peak10253,L3_High,2.5021794876425827,ELT2peak10253,WBGene00003003,11465557,11485871,+,inside,-3270,6348,Overlapping,NA,NA
0.293731,0.392317,1.179706,1.243271,2.00946,2.091923,0,0,1,NA,NA,NA,NA,11477900,11477917,8.5,4,5,0.656,1.000,0.343,1.211,2.051,-1.006,0.011,0.994,ELT2peak10254,Increasing,0.7291034255875835,ELT2peak10254,WBGene00003003,11465557,11485871,+,inside,2356,7392,Overlapping,NA,NA
0.879706,0.498027,1.603578,1.747234,4.064955,4.603821,0,1,1,NA,NA,11479696,11480071,11479644,11479633,155,4,6,0.954,1.000,0.689,1.675,4.334,-0.819,-0.296,1.114,ELT2peak10255,Increasing,3.5555454113910847,ELT2peak10255,WBGene00003003,11465557,11485871,+,inside,4272,5344,Overlapping,NA,NA
0.758992,1.356694,2.610497,2.792558,5.00946,5.030522,0,1,1,NA,NA,11481147,11481196,11481278,11481269,51,4,6,0.920,1.000,1.058,2.702,5.020,-0.939,-0.113,1.052,ELT2peak10256,Increasing,3.9625980850460834,ELT2peak10256,WBGene00003003,11465557,11485871,+,inside,5804,3732,Overlapping,NA,NA
1.557995,1.374395,2.558967,2.703607,6.767488,7.252914,1,1,1,11482929,11482911,11482954,11482953,11483024,11482919,28.666666666666668,4,6,0.813,1.000,1.466,2.631,7.010,-0.765,-0.366,1.132,ELT2peak10257,Increasing,8.544721619316002,ELT2peak10257,WBGene00003003,11465557,11485871,+,inside,7424,2180,Overlapping,NA,NA
0.807355,0.959358,1.057715,1.550197,3.565854,4.243926,0,0,1,NA,NA,NA,NA,11485439,11485182,128.5,4,6,0.549,1.000,0.883,1.304,3.905,-0.701,-0.444,1.145,ELT2peak10258,Increasing,2.6785710505630833,ELT2peak10258,WBGene00003003,11465557,11485871,+,overlapEnd,10014,648,Overlapping,NA,NA
0.152003,0.148392,1.36257,2.192645,2.091923,3.00946,0,0,1,NA,NA,NA,NA,11494816,11494168,324,2,5,0.874,1.000,0.150,1.778,2.551,-1.096,0.232,0.863,ELT2peak10259,Larval,1.5014156038653335,ELT2peak10259,WBGene00012018,11491087,11499999,-,inside,895,2835,Overlapping,NA,Target Gene Class A2
0.95109,1.122857,3.595231,3.652077,4.988087,5.091923,0,1,1,NA,NA,11499133,11499040,11499098,11499074,29.25,2,5,0.789,1.000,1.037,3.624,5.040,-1.082,0.192,0.890,ELT2peak10260,Larval,4.120204559045585,ELT2peak10260,WBGene00012018,11491087,11499999,-,inside,-3545,614,Overlapping,NA,Target Gene Class A2
1.222392,1.31259,2.666904,2.872765,5.52191,6.461156,0,1,1,NA,NA,11499944,11499977,11499979,11499981,13.125,4,6,0.997,1.000,1.267,2.770,5.992,-0.860,-0.237,1.097,ELT2peak10261,Increasing,5.825491672443085,ELT2peak10261,WBGene00012018,11491087,11499999,-,overlapStart,-4419,230,Overlapping,NA,Target Gene Class A2
1.604071,1.329308,2.592868,2.446402,4.870365,5.141166,1,1,1,11509754,11509764,11509749,11509736,11509722,11509722,14.5,4,6,0.985,1.000,1.467,2.520,5.006,-0.842,-0.263,1.105,ELT2peak10263,Increasing,3.302433003796083,ELT2peak10263,WBGene00009257,11502267,11509432,+,overlapEnd,4014,1,Overlapping,NA,Target Gene Class A1
1,1.084889,2.584962,3.131245,3.091923,3.828888,0,0,1,NA,NA,NA,NA,11511356,11511484,64,2,5,0.979,1.000,1.042,2.858,3.460,-1.121,0.321,0.800,ELT2peak10264,Larval,1.5843201168343335,ELT2peak10264,WBGene00009258,11509442,11511451,-,overlapStart,-1092,335,Overlapping,NA,NA
0.704544,0.887973,2.087463,2.53842,4.00946,4.44556,0,1,1,NA,NA,11512768,11512774,11512781,11512801,10,4,5,0.862,1.000,0.796,2.313,4.228,-0.959,-0.077,1.036,ELT2peak10265,Increasing,2.956564453322251,ELT2peak10265,WBGene00009259,11511555,11519062,-,inside,1659,963,Overlapping,NA,Target Gene Class B
1.643856,1.866249,3.573023,3.729586,6.831891,7.158012,1,1,1,11515561,11515544,11515600,11515566,11515601,11515671,33.5,4,6,0.989,1.000,1.755,3.651,6.995,-0.897,-0.182,1.078,ELT2peak10266,Increasing,7.0387147397189995,ELT2peak10266,WBGene00009259,11511555,11519062,-,inside,-336,2991,Overlapping,NA,Target Gene Class B
0.304855,0.425926,2.584962,2.893085,3.995247,4.131451,0,0,1,NA,NA,NA,NA,11516454,11516471,8.5,2,5,0.776,1.000,0.365,2.739,4.063,-1.080,0.187,0.894,ELT2peak10267,Larval,3.5104781193935843,ELT2peak10267,WBGene00009259,11511555,11519062,-,inside,-1147,2366,Overlapping,NA,Target Gene Class B
0.5025,0.826464,2.342392,2.528928,4.690182,4.779978,0,0,1,NA,NA,NA,NA,11518607,11518594,6.5,4,5,0.878,1.000,0.664,2.436,4.735,-0.954,-0.086,1.040,ELT2peak10268,Increasing,4.165695320281333,ELT2peak10268,WBGene00009259,11511555,11519062,-,inside,-3337,284,Overlapping,NA,Target Gene Class B
1.716207,1.745954,3.380492,3.86507,5.491853,5.918235,0,1,1,NA,NA,11519278,11519260,11519300,11519302,16,4,5,0.767,1.000,1.731,3.623,5.705,-0.984,-0.032,1.016,ELT2peak10269,Increasing,3.9511226470335834,ELT2peak10269,WBGene00009259,11511555,11519062,-,overlapStart,-3972,42,Overlapping,NA,Target Gene Class B
1.423211,1.724893,2.269461,2.131245,3.482713,3.921998,1,1,1,11546781,11546841,11546776,11546793,11546794,11546820,19.77777777798474,4,6,0.983,1.000,1.574,2.200,3.702,-0.839,-0.267,1.106,ELT2peak10271,Increasing,1.19632337345325,ELT2peak10271,WBGene00007955,11545047,11546495,-,overlapStart,-1121,37,Overlapping,NA,NA
1.537657,0.912052,2.326769,2.488887,4.921998,4.966392,0,1,1,NA,NA,11556504,11556535,11556582,11556567,27.5,4,6,0.997,1.000,1.225,2.408,4.944,-0.860,-0.237,1.097,ELT2peak10273,Increasing,3.6110129358885845,ELT2peak10273,WBGene00007959,11556244,11559873,+,inside,-1538,10,Overlapping,NA,NA
1.61891,1.321928,0.762501,0.91847,3.50696,3.828888,0,0,1,NA,NA,NA,NA,11563792,11563847,27.5,3,4,0.947,1.000,1.470,0.840,3.668,-0.352,-0.776,1.128,ELT2peak10274,L3_High,2.2033754851215837,ELT2peak10274,WBGene00007956,11563923,11569753,+,overlapStart,-2946,310,Overlapping,NA,NA
1,1.473931,1.86507,2.036994,5.297037,5.636243,0,1,1,NA,NA,11603747,11603499,11603763,11603790,100.375,4,6,0.668,1.000,1.237,1.951,5.467,-0.728,-0.412,1.140,ELT2peak10275,Increasing,5.126589492006083,ELT2peak10275,WBGene00001502,11603709,11605451,-,overlapEnd,760,460,Overlapping,NA,NA
2.765535,2.096862,2.743392,2.70044,2.091923,2.530807,1,1,0,11644027,11644104,11644065,11644119,NA,NA,32.75,0,0,0.000,0.000,2.431,2.722,2.311,-0.270,1.107,-0.837,ELT2peak10278,Not_Changing,0.044571476021583414,ELT2peak10278,WBGene00006066,11644143,11647425,+,overlapStart,-1614,439,Overlapping,NA,NA
2,1.691878,2.741082,3.378512,3.169925,4.05128,0,1,1,NA,NA,11645740,11645694,11645744,11645720,17.5,2,5,0.896,1.000,1.846,3.060,3.611,-1.100,0.245,0.855,ELT2peak10279,Larval,0.8151458685377502,ELT2peak10279,WBGene00006066,11644143,11647425,+,inside,22,1258,Overlapping,NA,NA
1.211504,1.182864,1.938072,1.644341,2.2074,2.703357,0,1,1,NA,NA,11656864,11656864,11656855,11656871,4.25,4,5,0.779,1.000,1.197,1.791,2.455,-0.981,-0.037,1.018,ELT2peak10280,Increasing,0.3961734293200834,ELT2peak10280,WBGene00011441,11653556,11656797,-,overlapStart,-1798,183,Overlapping,NA,NA
2.979822,3.191142,2.998711,3.398194,6.855688,7.079345,1,1,1,11661795,11661800,11661880,11661816,11661836,11661917,38.5555555553486,3,4,0.805,1.000,3.085,3.198,6.968,-0.603,-0.552,1.154,ELT2peak10281,L3_High,4.881466271526084,ELT2peak10281,WBGene00011440,11659510,11661660,-,overlapStart,-1357,57,Overlapping,NA,NA
1.133266,1.188445,1.920566,1.339486,3.381429,4.131451,0,0,1,NA,NA,NA,NA,11667062,11666783,139.5,4,6,0.713,1.000,1.161,1.630,3.756,-0.739,-0.399,1.138,ELT2peak10283,Increasing,1.91313605901775,ELT2peak10283,WBGene00011444,11667127,11672309,+,overlapStart,-2603,566,Overlapping,Embryonic,NA
1.155278,1.678771,2.318176,2.474681,3.091923,3.636243,0,1,1,NA,NA,11669074,11669073,11669011,11669007,32.25,4,5,0.676,1.000,1.417,2.396,3.364,-1.002,0.004,0.998,ELT2peak10284,Increasing,0.9477707048347498,ELT2peak10284,WBGene00011444,11667127,11672309,+,inside,-560,1634,Overlapping,Embryonic,NA
0.768674,0.974465,2.684498,3.192645,4.00946,4.594423,0,1,1,NA,NA,11677746,11677789,11677505,11677467,140.75,2,5,0.636,1.000,0.872,2.939,4.302,-1.061,0.136,0.925,ELT2peak10285,Larval,2.983121180548,ELT2peak10285,WBGene00011445,11677507,11680980,-,overlapEnd,1148,286,Overlapping,NA,NA
1.047306,0.821854,3.087463,2.982722,4.071744,4.828888,0,1,1,NA,NA,11680007,11679908,11679927,11679954,31.5,2,5,0.616,1.000,0.935,3.035,4.450,-1.058,0.129,0.929,ELT2peak10286,Larval,3.1292349898840834,ELT2peak10286,WBGene00011445,11677507,11680980,-,inside,-714,721,Overlapping,NA,NA
1.584962,1.987927,3.716207,3.684498,4.225778,4.754888,0,1,1,NA,NA,11681038,11681018,11681062,11681135,35.875,2,5,0.932,1.000,1.786,3.700,4.490,-1.107,0.269,0.838,ELT2peak10287,Larval,1.9330210072127496,ELT2peak10287,WBGene00011445,11677507,11680980,-,overlapStart,-1889,177,Overlapping,NA,NA
1.203533,0.985353,1.26,1.644341,2.300509,2.530807,0,0,1,NA,NA,NA,NA,11693232,11693246,7,4,6,0.954,1.000,1.094,1.452,2.416,-0.819,-0.295,1.114,ELT2peak10288,Increasing,0.46698103385624967,ELT2peak10288,WBGene00008085,11693464,11695751,+,overlapStart,-1365,30,Overlapping,NA,NA
